Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK1228,TS559_Genomic_Sequence.seq,1074973,1076232,+,1260,0,0,0,0,2,0,0,0,0,0,0
TK1229,TS559_Genomic_Sequence.seq,1076386,1076940,+,555,1,0,3,6,5,1,2,0,4,0,0
TK1230,TS559_Genomic_Sequence.seq,1077025,1078158,-,1134,1,0,0,1,1,1,1,1,5,0,0
TK1231,TS559_Genomic_Sequence.seq,1078155,1079417,-,1263,0,0,1,1,3,1,0,0,2,0,0
TK1232,TS559_Genomic_Sequence.seq,1079713,1080816,+,1104,2,0,5,7,14,0,2,0,11,0,0
TK1233,TS559_Genomic_Sequence.seq,1080763,1081311,-,549,0,0,3,4,4,0,1,0,1,0,1
TK1234,TS559_Genomic_Sequence.seq,1081317,1081595,-,279,1,0,2,5,9,0,0,0,3,0,0
TK1235,TS559_Genomic_Sequence.seq,1081665,1083593,+,1929,1,0,5,12,13,2,0,2,4,0,0
TK1236,TS559_Genomic_Sequence.seq,1083594,1084670,-,1077,0,0,0,0,0,0,0,0,0,0,0
TK1237,TS559_Genomic_Sequence.seq,1084774,1085652,+,879,0,0,0,0,3,0,0,0,0,0,0
TK1238,TS559_Genomic_Sequence.seq,1085716,1085940,+,225,0,1,0,1,0,0,0,0,0,0,0
TK1239,TS559_Genomic_Sequence.seq,1086210,1087457,-,1248,1,1,4,4,13,0,1,1,6,0,1
TK1240,TS559_Genomic_Sequence.seq,1087522,1087758,-,237,0,0,0,1,0,0,0,0,0,0,0
TK1241,TS559_Genomic_Sequence.seq,1087769,1088329,-,561,0,0,3,4,8,1,0,2,2,0,0
TK1242,TS559_Genomic_Sequence.seq,1088438,1088833,-,396,0,1,0,0,0,1,0,1,0,0,0
TK1243,TS559_Genomic_Sequence.seq,1088863,1089558,-,696,0,1,0,3,2,0,0,1,0,0,0
TK1244,TS559_Genomic_Sequence.seq,1089640,1090035,-,396,0,0,2,0,0,1,1,0,1,0,0
TK1245,TS559_Genomic_Sequence.seq,1090072,1090479,-,408,1,5,6,12,15,3,3,5,6,0,0
TK1246,TS559_Genomic_Sequence.seq,1090600,1091151,+,552,0,0,0,0,0,0,0,0,0,0,0
TK1247,TS559_Genomic_Sequence.seq,1091160,1092470,-,1311,0,0,4,11,10,1,6,0,13,0,1
TK1248,TS559_Genomic_Sequence.seq,1092510,1092911,-,402,0,0,2,0,1,0,0,1,0,1,0
TK1249,TS559_Genomic_Sequence.seq,1092921,1094081,-,1161,0,1,1,6,2,1,0,1,4,0,0
TK1250,TS559_Genomic_Sequence.seq,1094355,1095269,+,915,0,0,0,0,0,0,0,0,1,0,0
TK1251,TS559_Genomic_Sequence.seq,1095338,1095793,+,456,1,1,4,25,25,3,4,1,9,2,0
TK1252,TS559_Genomic_Sequence.seq,1095824,1097257,+,1434,1,0,6,19,10,4,3,2,27,1,1
TK1253,TS559_Genomic_Sequence.seq,1097235,1097492,+,258,1,0,3,7,2,1,1,0,10,0,0
TK1254,TS559_Genomic_Sequence.seq,1097508,1098110,+,603,4,0,2,23,16,5,4,4,12,1,0
TK1255,TS559_Genomic_Sequence.seq,1098192,1098440,+,249,1,0,1,6,4,1,0,0,2,0,0
TK1256,TS559_Genomic_Sequence.seq,1098437,1098862,+,426,1,0,0,3,4,0,0,0,1,0,0
TK1257,TS559_Genomic_Sequence.seq,1098878,1099945,+,1068,0,1,2,8,6,2,1,2,5,0,0
TK1258,TS559_Genomic_Sequence.seq,1100027,1100740,-,714,0,0,0,1,0,0,0,0,1,0,0
TK1259,TS559_Genomic_Sequence.seq,1100822,1101274,-,453,0,1,3,3,0,0,0,0,0,0,0
TK1260,TS559_Genomic_Sequence.seq,1101463,1101747,-,285,0,0,1,1,4,0,0,1,3,0,0
TK1261,TS559_Genomic_Sequence.seq,1101740,1102126,-,387,0,0,2,4,8,0,1,0,6,0,0
TK1262,TS559_Genomic_Sequence.seq,1102185,1102556,-,372,0,0,2,2,5,0,0,0,1,0,0
TK1263,TS559_Genomic_Sequence.seq,1102627,1103415,-,789,2,1,3,5,10,1,1,1,12,0,0
TK1264,TS559_Genomic_Sequence.seq,1103539,1105446,+,1908,2,2,13,10,24,4,6,1,11,0,3
TK1265,TS559_Genomic_Sequence.seq,1105460,1105633,-,174,0,0,0,1,0,0,0,0,3,0,0
TK1266,TS559_Genomic_Sequence.seq,1105640,1106218,-,579,0,0,2,0,3,0,1,0,3,0,0
TK1267,TS559_Genomic_Sequence.seq,1106478,1107344,-,867,1,0,0,0,0,0,0,0,0,0,0
TK1268,TS559_Genomic_Sequence.seq,1107513,1109195,-,1683,0,1,8,9,8,1,1,0,0,0,0
TK1269,TS559_Genomic_Sequence.seq,1109310,1110773,+,1464,0,0,2,2,1,0,0,0,3,0,0
TK1270,TS559_Genomic_Sequence.seq,1110816,1111025,-,210,0,0,2,1,3,0,0,0,0,0,0
TK1271,TS559_Genomic_Sequence.seq,1111318,1111581,-,264,0,0,0,13,7,0,1,0,4,0,0
TK1272,TS559_Genomic_Sequence.seq,1111578,1112213,-,636,0,0,0,13,5,0,0,0,1,0,0
TK1273,TS559_Genomic_Sequence.seq,1112422,1113171,+,750,0,0,1,0,1,0,0,1,0,0,0
TK1274,TS559_Genomic_Sequence.seq,1113370,1116036,+,2667,2,0,2,7,17,3,4,3,17,0,0
TK1275,TS559_Genomic_Sequence.seq,1116118,1116528,+,411,2,0,3,34,20,0,3,1,13,0,0
TK1276,TS559_Genomic_Sequence.seq,1116532,1116984,+,453,6,1,14,92,62,6,14,2,56,0,0
TK1277,TS559_Genomic_Sequence.seq,1117041,1118681,-,1641,0,0,0,0,0,1,0,0,0,0,0
TK1278,TS559_Genomic_Sequence.seq,1118795,1119133,+,339,0,0,2,2,1,0,0,0,1,0,0
TK1279,TS559_Genomic_Sequence.seq,1119127,1119459,+,333,0,0,1,2,2,0,1,1,1,0,0
TK1280,TS559_Genomic_Sequence.seq,1119460,1120362,+,903,1,1,4,6,13,3,2,2,4,0,1
TK1281,TS559_Genomic_Sequence.seq,1120363,1121385,-,1023,1,4,4,14,11,0,2,4,4,0,0
TK1282,TS559_Genomic_Sequence.seq,1121472,1122674,-,1203,5,1,9,28,23,4,6,1,20,1,2
TK1283,TS559_Genomic_Sequence.seq,1122780,1123427,+,648,0,0,1,2,0,0,1,0,0,0,0
TK1284,TS559_Genomic_Sequence.seq,1123524,1124024,-,501,1,1,3,3,3,0,2,3,0,0,0
TK1285,TS559_Genomic_Sequence.seq,1124125,1124580,-,456,0,0,1,3,0,0,0,0,1,0,0
TK1286,TS559_Genomic_Sequence.seq,1124691,1125857,+,1167,1,3,2,12,14,1,2,3,0,0,0
TK1287,TS559_Genomic_Sequence.seq,1127217,1127909,-,693,0,2,2,8,1,2,0,0,2,0,0
TK1288,TS559_Genomic_Sequence.seq,1127980,1129413,-,1434,0,0,1,1,1,1,0,0,1,0,0
TK1289,TS559_Genomic_Sequence.seq,1129478,1130890,-,1413,1,0,0,0,1,1,0,0,1,0,0
TK1290,TS559_Genomic_Sequence.seq,1130952,1131368,-,417,0,0,0,0,2,0,0,0,0,0,0
TK1291,TS559_Genomic_Sequence.seq,1131378,1131605,-,228,0,0,0,2,2,0,0,0,1,0,0
TK1292,TS559_Genomic_Sequence.seq,1131690,1134071,-,2382,13,17,24,161,107,16,61,23,115,5,1
TK1293,TS559_Genomic_Sequence.seq,1134201,1136678,-,2478,1,1,0,0,2,0,0,0,2,0,1
TK1294,TS559_Genomic_Sequence.seq,1136734,1137813,+,1080,0,0,0,0,0,0,0,0,0,0,0
TK1295,TS559_Genomic_Sequence.seq,1138129,1141440,+,3312,1,0,6,7,18,11,0,0,9,0,0
TK1296,TS559_Genomic_Sequence.seq,1141483,1141782,+,300,0,0,1,0,2,0,0,0,0,0,0
TK1297,TS559_Genomic_Sequence.seq,1141828,1143000,+,1173,2,0,0,2,3,1,1,0,0,0,0
TK1298,TS559_Genomic_Sequence.seq,1143000,1144067,+,1068,1,0,3,7,5,0,1,2,2,0,0
TK1299,TS559_Genomic_Sequence.seq,1144132,1145460,+,1329,0,0,2,9,1,0,1,2,10,0,0
TK1300,TS559_Genomic_Sequence.seq,1145538,1146986,+,1449,0,0,1,2,1,0,0,0,4,1,0
TK1301,TS559_Genomic_Sequence.seq,1147032,1148177,+,1146,1,0,3,4,2,3,0,0,2,0,0
TK1302,TS559_Genomic_Sequence.seq,1148290,1148904,+,615,1,0,0,1,0,0,0,0,0,0,0
TK1303,TS559_Genomic_Sequence.seq,1148876,1149079,-,204,1,0,0,1,0,0,0,0,0,0,0
TK1304,TS559_Genomic_Sequence.seq,1149219,1150040,+,822,0,0,2,0,1,0,2,0,0,0,0
TK1305,TS559_Genomic_Sequence.seq,1150037,1153471,-,3435,2,1,4,13,23,4,5,1,10,0,1
TK1306,TS559_Genomic_Sequence.seq,1153565,1154410,+,846,1,0,6,7,7,3,2,0,3,0,0
TK1307,TS559_Genomic_Sequence.seq,1154412,1154936,-,525,0,0,2,8,6,2,0,1,3,0,0
TK1308,TS559_Genomic_Sequence.seq,1155027,1156235,-,1209,0,0,1,2,15,4,2,3,2,0,0
TK1309,TS559_Genomic_Sequence.seq,1156364,1156567,-,204,1,0,3,5,7,1,0,1,2,0,0
TK1310,TS559_Genomic_Sequence.seq,1156570,1156782,-,213,2,0,7,24,18,4,5,1,13,0,1
TK1311,TS559_Genomic_Sequence.seq,1156862,1157239,-,378,11,4,15,46,58,9,24,8,59,1,1
TK1312,TS559_Genomic_Sequence.seq,1157307,1158491,-,1185,3,0,7,10,10,0,0,3,6,0,0
TK1313,TS559_Genomic_Sequence.seq,1158632,1159243,-,612,2,0,4,12,17,0,0,0,13,0,0
TK1314,TS559_Genomic_Sequence.seq,1159277,1160581,-,1305,0,0,1,1,0,1,1,1,0,0,0
TK1315,TS559_Genomic_Sequence.seq,1160637,1162532,-,1896,0,1,1,3,4,1,0,0,4,0,0
TK1316,TS559_Genomic_Sequence.seq,1162650,1163603,+,954,1,0,1,2,2,1,0,0,9,0,1
TK1317,TS559_Genomic_Sequence.seq,1163610,1164029,+,420,0,0,1,1,3,0,0,0,1,0,1
TK1318,TS559_Genomic_Sequence.seq,1164068,1164661,+,594,0,0,1,1,1,0,1,0,2,0,0
TK1319,TS559_Genomic_Sequence.seq,1164740,1164895,+,156,0,0,3,1,1,0,0,0,2,0,0
TK1320,TS559_Genomic_Sequence.seq,1164906,1165178,+,273,0,3,5,7,12,0,2,2,13,0,0
TK1321,TS559_Genomic_Sequence.seq,1165206,1165895,+,690,3,1,5,12,7,0,1,1,1,0,0
TK1322,TS559_Genomic_Sequence.seq,1165948,1166181,+,234,0,0,2,5,1,0,0,1,1,0,0
TK1323,TS559_Genomic_Sequence.seq,1166450,1167604,-,1155,1,0,2,3,4,0,0,1,4,0,0
TK1324,TS559_Genomic_Sequence.seq,1167625,1168419,-,795,0,1,0,0,1,0,1,0,6,0,0
TK1325,TS559_Genomic_Sequence.seq,1168523,1169968,-,1446,2,0,8,2,22,7,0,0,21,0,0
TK1326,TS559_Genomic_Sequence.seq,1169968,1170843,-,876,1,0,3,2,19,10,1,0,18,0,0
TK1327,TS559_Genomic_Sequence.seq,1171018,1171224,+,207,0,0,2,1,4,0,0,0,3,0,0
TK1328,TS559_Genomic_Sequence.seq,1171211,1171972,-,762,0,1,2,3,4,0,1,0,5,0,0
TK1329,TS559_Genomic_Sequence.seq,1171969,1172583,-,615,0,0,0,1,1,0,0,0,1,0,0
TK1330,TS559_Genomic_Sequence.seq,1172643,1172969,+,327,5,1,13,5,9,1,1,0,12,0,0
TK1331,TS559_Genomic_Sequence.seq,1172970,1173212,-,243,5,1,19,12,21,1,4,3,16,0,2
TK1332,TS559_Genomic_Sequence.seq,1173440,1176817,+,3378,2,2,3,7,11,4,2,4,2,1,0
TK1333,TS559_Genomic_Sequence.seq,1176810,1177148,-,339,0,0,0,0,0,0,0,1,0,0,0
TK1334,TS559_Genomic_Sequence.seq,1177252,1177809,+,558,1,1,0,0,0,1,0,0,2,0,0
TK1335,TS559_Genomic_Sequence.seq,1177853,1178269,+,417,0,0,0,1,1,0,0,0,1,0,0
TK1336,TS559_Genomic_Sequence.seq,1178282,1179553,-,1272,0,0,1,0,1,1,0,0,2,0,0
TK1337,TS559_Genomic_Sequence.seq,1179550,1180308,-,759,0,0,0,3,6,0,0,2,1,0,0
TK1338,TS559_Genomic_Sequence.seq,1180305,1180664,-,360,0,0,0,0,1,0,0,0,1,0,0
TK1339,TS559_Genomic_Sequence.seq,1180666,1180863,-,198,0,1,0,0,0,0,0,0,0,0,0
TK1340,TS559_Genomic_Sequence.seq,1180869,1181228,-,360,0,1,0,1,1,0,0,0,1,0,0
TK1341,TS559_Genomic_Sequence.seq,1181228,1181611,-,384,0,0,0,0,0,0,0,0,0,0,0
TK1342,TS559_Genomic_Sequence.seq,1181846,1182802,+,957,0,0,1,0,1,0,0,0,0,0,0
TK1343,TS559_Genomic_Sequence.seq,1182821,1183378,-,558,0,0,1,0,0,0,0,0,0,0,0
TK1344,TS559_Genomic_Sequence.seq,1183382,1183723,-,342,0,0,0,0,0,0,0,0,0,0,0
TK1345,TS559_Genomic_Sequence.seq,1183779,1184690,-,912,0,0,0,0,0,0,0,0,0,0,0
TK1346,TS559_Genomic_Sequence.seq,1184677,1184862,-,186,0,0,0,0,0,0,0,0,0,0,0
TK1347,TS559_Genomic_Sequence.seq,1184873,1185214,-,342,0,0,0,0,0,0,0,0,0,0,0
TK1348,TS559_Genomic_Sequence.seq,1185211,1185726,-,516,0,0,0,0,0,0,0,0,0,0,0
TK1349,TS559_Genomic_Sequence.seq,1185733,1186005,-,273,0,0,0,0,0,0,0,0,0,0,0
TK1350,TS559_Genomic_Sequence.seq,1186002,1186202,-,201,0,0,0,0,0,0,0,0,0,0,0
TK1351,TS559_Genomic_Sequence.seq,1186319,1187191,-,873,0,0,0,0,0,0,0,0,0,0,0
TK1352,TS559_Genomic_Sequence.seq,1187197,1187844,-,648,0,0,0,0,0,0,0,0,0,0,0
TK1353,TS559_Genomic_Sequence.seq,1187909,1188853,-,945,0,0,0,0,0,0,0,0,0,0,0
TK1354,TS559_Genomic_Sequence.seq,1189111,1189275,-,165,0,0,0,0,0,0,0,0,0,0,0
TK1355,TS559_Genomic_Sequence.seq,1189293,1189526,-,234,0,0,0,0,0,0,0,0,0,0,0
TK1356,TS559_Genomic_Sequence.seq,1189531,1190232,-,702,0,0,0,0,0,0,0,0,0,0,0
TK1357,TS559_Genomic_Sequence.seq,1190256,1190879,-,624,0,0,0,0,0,0,0,0,0,0,0
TK1358,TS559_Genomic_Sequence.seq,1190872,1191072,-,201,0,0,0,0,0,0,0,0,0,0,0
TK1359,TS559_Genomic_Sequence.seq,1191065,1191340,-,276,0,0,0,0,1,0,0,0,0,0,0
TK1360,TS559_Genomic_Sequence.seq,1191343,1192008,-,666,0,0,0,0,1,0,0,0,0,0,0
TK1361,TS559_Genomic_Sequence.seq,1192157,1194589,-,2433,0,0,0,0,0,0,0,0,0,0,0
TK1362,TS559_Genomic_Sequence.seq,1194823,1195209,+,387,0,0,0,1,4,1,0,0,2,0,0
TK1363,TS559_Genomic_Sequence.seq,1195211,1195363,-,153,0,0,0,0,1,0,0,0,1,0,0
TK1364,TS559_Genomic_Sequence.seq,1195368,1195886,-,519,0,0,0,0,0,0,0,0,1,0,0
TK1365,TS559_Genomic_Sequence.seq,1195883,1196071,-,189,0,0,0,0,0,0,0,0,0,0,0
TK1366,TS559_Genomic_Sequence.seq,1196068,1196277,-,210,0,0,0,0,0,0,0,0,0,0,0
TK1367,TS559_Genomic_Sequence.seq,1196274,1196624,-,351,0,0,0,0,0,0,0,0,0,0,0
TK1368,TS559_Genomic_Sequence.seq,1196621,1196809,-,189,0,0,0,0,0,0,0,0,0,0,0
TK1369,TS559_Genomic_Sequence.seq,1196806,1197063,-,258,0,0,0,0,0,0,0,0,0,0,0
TK1370,TS559_Genomic_Sequence.seq,1197076,1197342,-,267,0,0,0,0,0,0,0,0,0,0,0
TK1371,TS559_Genomic_Sequence.seq,1197339,1197572,-,234,0,0,0,0,0,0,0,0,0,0,0
TK1372,TS559_Genomic_Sequence.seq,1197731,1197916,+,186,0,0,0,0,0,0,0,0,0,0,0
TK1373,TS559_Genomic_Sequence.seq,1197955,1198164,-,210,0,0,0,0,0,0,0,0,0,0,0
TK1374,TS559_Genomic_Sequence.seq,1198157,1198483,-,327,0,0,0,0,0,0,0,0,0,0,0
TK1375,TS559_Genomic_Sequence.seq,1198559,1199065,+,507,0,0,0,0,0,0,0,0,0,0,0
TK1376,TS559_Genomic_Sequence.seq,1199157,1199489,+,333,1,0,1,14,7,0,3,0,8,0,0
TK1377,TS559_Genomic_Sequence.seq,1199493,1200032,+,540,0,0,2,5,4,0,0,0,6,0,0
TK1378,TS559_Genomic_Sequence.seq,1200253,1200669,+,417,0,0,4,6,11,1,4,0,3,0,0
TK1379,TS559_Genomic_Sequence.seq,1201688,1203196,-,1509,7,2,4,24,26,4,1,1,13,1,0
TK1380,TS559_Genomic_Sequence.seq,1203207,1204562,-,1356,4,0,5,21,24,1,3,1,22,0,0
TK1381,TS559_Genomic_Sequence.seq,1204727,1206022,-,1296,0,0,1,2,1,0,0,1,2,0,0
TK1382,TS559_Genomic_Sequence.seq,1206126,1206740,+,615,0,0,0,0,0,0,0,0,0,0,0
TK1383,TS559_Genomic_Sequence.seq,1206737,1207429,+,693,0,0,0,1,1,1,0,1,4,0,0
TK1384,TS559_Genomic_Sequence.seq,1207473,1208054,+,582,0,2,3,1,4,0,0,0,1,0,0
TK1385,TS559_Genomic_Sequence.seq,1208041,1208319,-,279,0,1,3,2,5,0,1,0,0,0,0
TK1386,TS559_Genomic_Sequence.seq,1208411,1209088,+,678,0,0,0,2,1,1,1,1,0,0,0
TK1387,TS559_Genomic_Sequence.seq,1209136,1209840,+,705,2,0,0,4,14,2,2,0,3,0,0
TK1388,TS559_Genomic_Sequence.seq,1209837,1210058,+,222,0,0,0,1,4,0,0,0,1,0,0
TK1389,TS559_Genomic_Sequence.seq,1210075,1210734,+,660,0,1,1,0,3,1,0,2,1,0,0
TK1390,TS559_Genomic_Sequence.seq,1210896,1211702,+,807,1,0,0,0,1,0,0,1,1,0,0
TK1391,TS559_Genomic_Sequence.seq,1211707,1212051,-,345,1,0,1,1,3,2,1,0,1,0,0
TK1392,TS559_Genomic_Sequence.seq,1212048,1213289,-,1242,1,0,5,2,15,3,1,0,10,0,1
TK1393,TS559_Genomic_Sequence.seq,1213313,1214803,-,1491,0,0,8,4,14,4,1,0,7,0,0
TK1394,TS559_Genomic_Sequence.seq,1214963,1216099,-,1137,0,0,0,0,0,0,0,0,0,0,0
TK1395,TS559_Genomic_Sequence.seq,1216177,1218138,+,1962,0,0,0,0,0,0,0,0,0,0,0
TK1396,TS559_Genomic_Sequence.seq,1218145,1219638,-,1494,0,0,2,1,3,1,1,0,3,0,0
TK1397,TS559_Genomic_Sequence.seq,1219688,1220434,-,747,0,1,1,4,4,0,1,1,1,0,0
TK1398,TS559_Genomic_Sequence.seq,1220451,1221143,-,693,0,0,0,0,0,0,0,0,0,0,0
TK1399,TS559_Genomic_Sequence.seq,1221239,1222603,+,1365,0,0,1,0,1,1,0,0,0,0,0
TK1400,TS559_Genomic_Sequence.seq,1222730,1224061,+,1332,0,0,1,2,4,2,3,0,2,0,0
TK1401,TS559_Genomic_Sequence.seq,1224061,1224939,+,879,0,0,5,0,4,1,1,1,6,0,0
TK1402,TS559_Genomic_Sequence.seq,1225000,1225809,+,810,0,0,1,0,2,0,0,0,0,0,0
TK1403,TS559_Genomic_Sequence.seq,1226024,1226641,-,618,1,3,0,2,1,0,0,0,2,0,0
TK1404,TS559_Genomic_Sequence.seq,1226704,1227414,-,711,0,0,1,2,6,1,0,0,0,0,0
TK1405,TS559_Genomic_Sequence.seq,1227570,1229441,+,1872,1,2,9,20,16,1,2,2,14,0,1
TK1406,TS559_Genomic_Sequence.seq,1229537,1232029,+,2493,0,0,2,8,5,1,0,2,3,0,0
TK1407,TS559_Genomic_Sequence.seq,1232184,1233494,+,1311,0,0,0,2,0,0,0,0,0,0,0
TK1408,TS559_Genomic_Sequence.seq,1233511,1235232,-,1722,0,0,6,14,13,4,2,1,6,0,0
TK1409,TS559_Genomic_Sequence.seq,1235281,1235535,-,255,1,0,1,1,1,2,0,0,2,0,0
TK1410,TS559_Genomic_Sequence.seq,1235532,1236926,-,1395,9,3,26,95,74,5,4,3,30,0,0
TK1411,TS559_Genomic_Sequence.seq,1236923,1237324,-,402,5,1,8,45,36,9,7,0,8,0,0
TK1412,TS559_Genomic_Sequence.seq,1237381,1238655,-,1275,1,0,0,0,3,0,0,0,1,0,0
TK1413,TS559_Genomic_Sequence.seq,1238739,1238942,-,204,3,1,14,15,16,3,3,3,5,0,0
TK1414,TS559_Genomic_Sequence.seq,1239281,1239748,-,468,0,0,0,1,0,0,0,0,0,0,0
TK1415,TS559_Genomic_Sequence.seq,1240540,1240860,-,321,9,2,11,61,30,5,7,3,15,1,1
TK1416,TS559_Genomic_Sequence.seq,1240931,1241953,-,1023,1,4,16,28,18,7,8,7,24,0,0
TK1417,TS559_Genomic_Sequence.seq,1241959,1242609,-,651,3,2,12,43,16,9,6,7,39,1,1
TK1418,TS559_Genomic_Sequence.seq,1242723,1243220,-,498,0,2,6,13,23,4,5,2,11,1,3
TK1419,TS559_Genomic_Sequence.seq,1243255,1243713,-,459,0,0,3,13,13,1,0,1,3,0,0
TK1420,TS559_Genomic_Sequence.seq,1243736,1243921,-,186,0,0,1,1,5,0,0,1,0,0,0
TK1421,TS559_Genomic_Sequence.seq,1243952,1245073,-,1122,1,3,5,25,18,5,2,2,11,1,0
TK1422,TS559_Genomic_Sequence.seq,1245189,1246007,-,819,0,0,1,0,3,0,0,0,0,0,0
TK1423,TS559_Genomic_Sequence.seq,1246057,1246233,-,177,0,0,3,0,2,0,0,0,0,0,0
TK1424,TS559_Genomic_Sequence.seq,1246317,1247525,-,1209,0,0,3,6,12,2,1,1,2,0,0
TK1425,TS559_Genomic_Sequence.seq,1247578,1248174,+,597,0,0,1,2,5,1,0,2,1,0,0
TK1426,TS559_Genomic_Sequence.seq,1249447,1250136,-,690,0,1,1,5,6,0,1,2,7,0,0
TK1427,TS559_Genomic_Sequence.seq,1250141,1250509,-,369,1,0,2,1,2,1,0,0,5,0,0
TK1428,TS559_Genomic_Sequence.seq,1250580,1252526,-,1947,0,1,17,24,30,14,6,4,15,0,2
TK1429,TS559_Genomic_Sequence.seq,1252536,1253147,-,612,1,0,7,9,7,1,1,0,4,0,0
TK1430,TS559_Genomic_Sequence.seq,1253253,1254419,+,1167,1,1,4,3,8,0,0,0,2,0,0
TK1431,TS559_Genomic_Sequence.seq,1254531,1255796,-,1266,86,26,138,706,442,53,86,51,267,9,9
TK1432,TS559_Genomic_Sequence.seq,1256352,1257911,+,1560,2,1,6,1,8,4,2,0,2,0,0
TK1433,TS559_Genomic_Sequence.seq,1257922,1258029,+,108,1,0,1,0,3,0,0,0,0,0,0
TK1434,TS559_Genomic_Sequence.seq,1258074,1258808,+,735,2,0,3,7,7,1,0,0,1,0,0
TK1435,TS559_Genomic_Sequence.seq,1258805,1259122,-,318,1,0,0,1,3,1,0,0,0,0,0
TK1436,TS559_Genomic_Sequence.seq,1259179,1261206,-,2028,0,1,2,6,3,0,2,1,2,0,0
TK1437,TS559_Genomic_Sequence.seq,1261347,1261601,+,255,0,0,0,0,0,0,0,0,0,0,0
TK1438,TS559_Genomic_Sequence.seq,1261659,1263611,+,1953,3,1,1,4,4,2,2,1,3,0,0
TK1439,TS559_Genomic_Sequence.seq,1263608,1264024,-,417,0,0,0,0,0,1,1,1,1,0,0
TK1440,TS559_Genomic_Sequence.seq,1264095,1264541,+,447,0,0,1,1,3,0,0,0,0,0,0
TK1441,TS559_Genomic_Sequence.seq,1264552,1265340,+,789,0,0,0,0,3,0,0,0,0,0,0
TK1442,TS559_Genomic_Sequence.seq,1265700,1267028,+,1329,0,0,1,0,1,1,1,0,0,1,0
TK1443,TS559_Genomic_Sequence.seq,1267079,1268086,-,1008,0,0,0,0,0,0,0,0,0,0,0
TK1444,TS559_Genomic_Sequence.seq,1268104,1268982,-,879,0,0,0,0,0,0,0,0,0,0,0
TK1445,TS559_Genomic_Sequence.seq,1269011,1270111,-,1101,0,0,0,1,0,0,0,0,0,0,0
TK1446,TS559_Genomic_Sequence.seq,1270111,1271121,-,1011,0,0,0,0,0,0,0,0,0,0,0
TK1447,TS559_Genomic_Sequence.seq,1271123,1272052,-,930,0,0,0,1,0,0,0,0,0,0,0
TK1448,TS559_Genomic_Sequence.seq,1272049,1273107,-,1059,0,0,0,0,0,0,0,0,0,0,0
TK1449,TS559_Genomic_Sequence.seq,1273100,1274200,-,1101,0,0,0,0,0,0,0,0,0,0,0
TK1450,TS559_Genomic_Sequence.seq,1274410,1275072,-,663,0,1,0,8,4,2,1,0,2,0,0
TK1451,TS559_Genomic_Sequence.seq,1275069,1275524,-,456,0,0,0,1,2,0,0,0,4,0,0
TK1452,TS559_Genomic_Sequence.seq,1275676,1277247,-,1572,0,0,0,0,1,1,0,0,1,0,0
TK1453,TS559_Genomic_Sequence.seq,1277585,1278631,-,1047,0,0,0,0,1,0,0,0,0,0,0
TK1454,TS559_Genomic_Sequence.seq,1278907,1279491,-,585,6,4,17,25,16,3,5,5,10,1,0
TK1455,TS559_Genomic_Sequence.seq,1279619,1280689,+,1071,0,0,0,1,4,2,0,0,1,0,0
TK1456,TS559_Genomic_Sequence.seq,1280753,1281346,-,594,0,0,1,5,11,0,0,1,4,0,0
TK1457,TS559_Genomic_Sequence.seq,1281333,1281950,-,618,0,0,1,15,10,2,2,1,8,0,1
TK1458,TS559_Genomic_Sequence.seq,1282004,1283191,-,1188,0,0,2,0,2,0,0,1,2,0,0
TK1459,TS559_Genomic_Sequence.seq,1283625,1284818,+,1194,1,0,1,0,2,6,0,0,10,0,0
TK1460,TS559_Genomic_Sequence.seq,1284924,1288772,+,3849,3,0,12,9,14,7,3,5,14,0,0
TK1461,TS559_Genomic_Sequence.seq,1288968,1291871,+,2904,1,0,3,10,24,7,3,1,4,0,2
TK1462,TS559_Genomic_Sequence.seq,1291904,1292311,-,408,1,0,0,1,2,0,0,0,2,0,0
TK1463,TS559_Genomic_Sequence.seq,1292345,1293574,-,1230,1,0,1,2,9,3,1,2,7,0,2
TK1464,TS559_Genomic_Sequence.seq,1293850,1294671,+,822,0,0,0,0,0,0,0,0,0,0,0
TK1465,TS559_Genomic_Sequence.seq,1294697,1296064,+,1368,2,0,0,5,3,0,2,1,0,1,0
TK1466,TS559_Genomic_Sequence.seq,1296065,1297384,-,1320,0,1,0,4,0,0,2,0,3,0,0
TK1467,TS559_Genomic_Sequence.seq,1297420,1298064,-,645,0,0,1,1,0,0,0,0,1,0,0
TK1468,TS559_Genomic_Sequence.seq,1298138,1299169,-,1032,1,0,0,5,9,1,0,0,10,1,2
TK1469,TS559_Genomic_Sequence.seq,1299239,1300573,-,1335,0,0,3,3,3,2,0,2,3,0,0
TK1470,TS559_Genomic_Sequence.seq,1300708,1301832,-,1125,2,0,6,18,13,2,2,3,11,1,0
TK1471,TS559_Genomic_Sequence.seq,1301880,1302557,-,678,0,0,1,2,3,0,0,1,2,0,0
TK1472,TS559_Genomic_Sequence.seq,1302639,1303394,-,756,0,1,0,1,4,1,0,1,1,0,0
TK1473,TS559_Genomic_Sequence.seq,1303400,1304188,-,789,0,0,1,1,5,0,0,0,3,0,0
